code,product_name,brands,main_category,country,sugars_100g,fat_100g,saturated_fat_100g,salt_100g,fiber_100g,proteins_100g,energy_kcal_100g,additives_count,has_labels,image_saine,nutriscore_grade,bad_nutrition,healthy_illusion
3560071261023,RIZ saveur AMANDE Sans sucres ajoutés**,Carrefour,beverages-and-beverages-preparations,france,4.0,2.0,0.2,0.1,0.5,0.0,55.0,0,1,1,d,1,1
5411188121992,Banana soya,Alpro,beverages-and-beverages-preparations,belgium,5.9,1.8,0.3,0.15,0.6,3.0,58.0,5,1,1,c,0,0
3421557922626,,Terres et Céréales,plant-based-foods-and-beverages,france,20.0,18.0,4.4,0.31,8.2,9.5,456.0,0,1,1,c,0,0
20009885,Junge Erbsen extra fein,"Freshona, Lidl",plant-based-foods-and-beverages,germany,2.2,1.1,0.3,0.46,6.1,5.2,79.0,0,1,1,b,0,0
3329489900531,Petits haricots blancs bio,Luce,plant-based-foods-and-beverages,france,1.2,0.4,0.0,0.79,5.9,6.4,93.0,0,1,1,b,0,0
3329486421121,Couscous blanc,Markal,plant-based-foods-and-beverages,france,4.0,2.0,0.4,0.0,5.0,12.0,344.0,0,1,1,a,0,0
3111900360167,"Croustillant Avoine, Blé & Riz",Favrichon,plant-based-foods-and-beverages,france,18.0,12.0,1.3,0.01,7.6,9.4,420.0,0,1,1,c,0,0
5202576250147,φακές ψιλές εισαγωγής,Σκλαβενίτης,plant-based-foods-and-beverages,greece,1.3,2.0,0.4,0.01,29.9,25.4,300.0,0,0,1,a,0,0
6111252990385,Yubee nature,Sakia El Hamra,dairies,morocco,4.8,3.0,1.9,0.125,1.9,4.1,67.0,1,0,1,b,0,0
3580282390213,Thon Albacore,Albacore,seafood,france,0.5,0.8,0.5,0.75,1.9,23.0,99.0,0,0,0,a,0,0
8000815975250,Acqua PANNA Toscana,,beverages-and-beverages-preparations,france,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,a,0,0
3560071457396,Gout chocolat noisette,"Carrefour, sensation carrefour",beverages-and-beverages-preparations,france,7.0,2.1,0.4,0.14,1.9,0.6,51.0,1,1,1,d,1,1
5900531004537,Skyr jogurt typu islandzkiego waniliowy,Piątnica,dairies,belgium,11.0,0.0,0.0,0.06,1.9,9.6,49.2351816443594,0,0,1,b,0,0
3256220024044,Pur jus Multifruits 1l,"U, U Bio",beverages-and-beverages-preparations,france,10.0,0.0,0.0,0.0,0.2,0.4,50.0,0,1,1,e,1,1
5038862161503,"Innocent jus pomme, pêche & poire 900ml",Innocent,plant-based-foods-and-beverages,france,9.0,0.0,0.0,0.0,1.0,0.4,42.0,0,1,1,c,0,0
3165950216011,Filets de maquereaux grillés natures,Saupiquet,seafood,france,0.5,15.0,3.9,1.18,1.9,18.0,206.0,0,1,0,c,0,0
3270160876853,Haricots plats coupés,"Le Bio par Picard, Picard",plant-based-foods-and-beverages,france,2.0,0.0,0.0,0.0,1.9,1.0,26.0,0,1,1,a,0,0
7501017005611,Pure de tomate,La Costeña,plant-based-foods-and-beverages,mexico,1.9047619047619,0.0,0.0,0.380952380952381,0.476190476190476,0.476190476190476,11.4285714285714,0,1,1,a,0,0
4056489833475,Original Tomato Ketchup,Batts,condiments,united-kingdom,19.3333333333333,0.666666666666667,0.0,1.06666666666667,1.33333333333333,1.33333333333333,100.0,0,1,0,c,0,0
8402001012068,Yogur Griego Azúcar de Caña,Hacendado,dairies,spain,11.3,10.0,7.0,0.012,1.9,3.7,150.0,0,0,1,c,0,0
4104420017849,Schoko Müsli,"Alnatura, Alnatura GmbH",plant-based-foods-and-beverages,france,12.0,10.0,5.0,0.15,8.4,11.0,395.0,0,1,1,c,0,0
3596710463800,Riz parfumé thaï,"Auchan, Auchan Gourmet, Auchan Collection",plant-based-foods-and-beverages,france,0.5,0.5,0.1,0.01,1.0,6.7,354.0,0,1,1,b,0,0
4337256880091,"Joghurt Mild 3,8%",Rewe Bio,dairies,germany,3.6,3.8,2.5,0.0003,0.0,4.2,68.0,0,1,1,b,0,0
3560070816194,Yaourt nature sucré,Carrefour,dairies,france,10.0,3.0,2.1,0.08,1.9,2.9,79.0,0,1,1,c,0,0
3254381013518,CRISTALINE Eau de Source Aromatisée saveur Citron 1L5,Cristaline,beverages-and-beverages-preparations,france,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,b,0,0
3250392653361,Boisson riz et coco BIO 1L,Regain,beverages-and-beverages-preparations,france,5.3,1.3,1.3,0.07,0.0,0.0,53.0,0,1,1,d,1,1
4067796003079,Barista Haferdrink,DmBio,beverages-and-beverages-preparations,austria,3.5,2.1,0.3,0.08,0.3,0.8,56.0,2,1,1,c,0,0
4099100207156,Rolled Oats Quick Cook,Milwheat,plant-based-foods-and-beverages,united-states,0.0,6.25,1.25,0.0,10.0,12.5,375.0,0,0,1,a,0,0
6191475200027,Eau minérale naturelle,Tijen,beverages,tunisia,0.0,0.0,0.0,0.0045,0.0,0.0,110.0,0,0,0,a,0,0
3250391118564,Sardines à la tomate 135g (1/5),Odyssée,seafood,france,1.8,8.4,2.1,1.1,0.7,18.0,159.4,0,1,0,b,0,0
3596710536597,Thon en Morceaux au naturel,Auchan,seafood,france,0.5,1.0,0.3,1.0,0.5,26.0,113.0,0,1,0,a,0,0
3478820003643,spaghetti au quinoa curry curcuma,"Jardin bio, Léa Nature",plant-based-foods-and-beverages,france,2.0,1.2,0.0,0.0,6.4,11.0,360.0,0,1,1,a,0,0
8480022330538,Lenteja pardina de león,De nuestra tierra,plant-based-foods-and-beverages,spain,1.8,2.1,0.4,0.01,37.8,23.2,281.0,0,0,1,a,0,0
4311596007370,Protein Knuspermüsli mit Bananen & Zartbitterschokolade,"Netto Marken-Discount, Team Deutschland",plant-based-foods-and-beverages,germany,13.4,12.7,2.8,0.07,10.6,17.7,419.0,0,1,1,a,0,0
5059319019130,Kellogg's All-Bron Natural,Kellogg's,plant-based-foods-and-beverages,spain,0.9,1.7,0.4,0.0,11.0,12.0,397.0,0,0,1,a,0,0
3250390007241,Onctueux yaourt brasse nature 16x125g,Pâturages,dairies,france,3.4,3.3,2.3,0.11,0.5,3.6,60.7,0,1,1,b,0,0
5411188110842,Rich and indulgent Hazelnut,alpro,beverages-and-beverages-preparations,belgium,3.2,1.6,0.2,0.1375,0.3,0.4,29.0,2,1,1,c,0,0
4088600248752,Bite size wheat shreds,"Harvest Morn, Aldi",plant-based-foods-and-beverages,ireland,0.666666666666667,2.0,0.333333333333333,0.0333333333333333,12.0,12.6666666666667,366.666666666667,0,1,1,a,0,0
5400101071711,Smoothie fraise banane,Carrefour,plant-based-foods-and-beverages,belgium,11.0,0.5,0.0,0.0,0.7,0.5,50.0,0,0,1,d,1,1
8480010216837,Muesli bio frutas y frutos secos,Eroski,plant-based-foods-and-beverages,spain,14.0,6.9,0.9,0.01,9.9,11.0,362.0,1,1,1,a,0,0
4337256439787,Couscous,Rewe Bio,plant-based-foods-and-beverages,germany,2.5,1.5,0.4,0.1,3.5,12.0,349.0,0,1,1,a,0,0
4056489889359,Sardines a l'huile de tournesol,NIXE,seafood,france,0.0,10.3,1.7,1.1,0.0,25.6,194.0,0,1,0,b,0,0
8004868030713,Cous cous,Borghini,plant-based-foods-and-beverages,italy,2.5,1.9,0.5,0.0,1.9,12.0,354.0,0,1,1,a,0,0
3019081236175,Miettes de Thon à la Tomate,Petit Navire,seafood,france,2.4,7.2,0.7,1.0,1.9,14.0,138.0,0,1,0,a,0,0
3250391286058,Cook Thon Alb Nat Tranche,Capitaine cook,seafood,france,0.4,0.8,0.3,0.95,1.9,28.1,119.0,0,1,0,a,0,0
4013200254766,Coucous,rinatura,plant-based-foods-and-beverages,germany,2.3,1.6,0.3,0.01,3.7,11.0,354.0,0,1,1,a,0,0
5057753917920,Tomato Ketchup,Tesco,condiments,united-kingdom,17.9,0.1,0.1,0.98,1.4,1.2,88.0,0,1,0,c,0,0
8906080349652,"Murmura, Kurmura",Vijay,plant-based-foods-and-beverages,india,1.6,1.5,0.0,0.25,1.9,8.0,400.0,0,1,1,b,0,0
6111242370258,Orangina,Orangina,plant-based-foods-and-beverages,france,10.0,0.0,0.0,0.0,0.0,0.1,43.0,1,0,1,e,1,1
3257987350070,Coucous moyen semi complet,Nature Bio,plant-based-foods-and-beverages,france,2.9,1.8,0.4,0.0,5.0,12.0,346.0,0,1,1,a,0,0
8480000390103,Zumo pura naranja,Hacendado,beverages-and-beverages-preparations,romania,9.3,0.1,0.0,0.0,0.6,0.7,44.0,0,1,1,d,1,1
3487400006394,Express Reis LK & Wild,Ben's Original,plant-based-foods-and-beverages,germany,0.5,1.4,0.1,0.01,0.8,3.1,148.0,0,1,1,b,0,0
9100000890968,Rote Bio-Linsen,Spar Natur*pur,plant-based-foods-and-beverages,austria,0.5,0.9,0.2,0.01,8.8,13.0,182.0,0,0,1,a,0,0
8001440124310,Purée de tomates,"Cirio, Conserve Italia",plant-based-foods-and-beverages,belgium,4.4,0.1,0.0,0.35,1.1,1.2,35.0,1,1,1,a,0,0
8410184037143,Arroz largo paquete 1 kg,La Cigala,plant-based-foods-and-beverages,spain,0.0,1.1,0.3,0.0,3.5,8.4,347.0,0,0,1,b,0,0
4400139006045,Tomatenketchup ohne Zuckerzusatz,Werder,condiments,germany,5.1,0.1,0.1,2.0,1.9,0.8,42.0,2,1,1,c,0,0
3123349011227,1L PUR JUS ORANGE JOKER NEW,Joker,plant-based-foods-and-beverages,france,8.5,0.0,0.0,0.0,0.0,0.8,41.0,0,1,1,c,0,0
4008366006953,Gemüsepfanne a la Provence,FROSTA,plant-based-foods-and-beverages,germany,3.6,1.6,0.3,0.77,2.3,1.7,51.0,0,1,1,b,0,0
4337256364348,Tomatenketchup,"REWE, Rewe Beste Wahl",condiments,germany,16.0,0.6,0.1,1.74,0.3,2.3,96.0,0,1,0,d,1,0
90343766,Kropla Beskidu NGaz 0.5,Kropla Beskidu,beverages,france,0.0,0.0,0.0,0.035,1.9,0.0,0.0,0,0,0,a,0,0
3229820804248,"Muesli Énergie (cacao, banane, guarana)",Bjorg,plant-based-foods-and-beverages,france,4.5,4.8,1.3,0.06,9.6,11.0,362.0,0,1,1,a,0,0
8001120006387,SC 31 12 2023,Coop,seafood,italy,0.0,0.8,0.3,1.3,0.0,22.5,121.25,0,0,0,a,0,0
3297386000435,Lentilles naturelles 4/4,Royal Bourbon,plant-based-foods-and-beverages,france,0.3,0.5,0.1,0.8,4.0,6.1,76.0,0,1,1,b,0,0
5038862238397,Innocent,Innocent,beverages-and-beverages-preparations,united-kingdom,11.0,0.5,0.1,0.1,1.2,0.5,45.0,0,1,1,e,1,1
20892005,Griego,Milbona,dairies,france,11.9,9.2,6.2,0.15,1.9,4.4,148.0,0,0,1,c,0,0
8009004810303,Riso Nerone Integrale,Alce Nero,plant-based-foods-and-beverages,france,0.8,2.8,0.5,0.0,3.4,7.5,378.0,0,1,1,b,0,0
9300462348216,TUNA WITH CHILLI,JOHN WEST,seafood,australia,1.64365548980933,11.6699539776463,1.97238658777121,1.28205128205128,0.0,24.1617357001972,156.885816541648,0,1,0,b,0,0
5059319023229,Frosties,"Kellogg's, Kellogg's - KELLOG Company",plant-based-foods-and-beverages,germany,37.0,0.6,0.1,0.83,2.0,4.5,375.0,0,1,1,d,1,1
8003495104668,Leggerezza minestrone,Orogel,plant-based-foods-and-beverages,germany,2.8,0.0,0.0,0.08,2.0,1.1,12.2222222222222,0,1,1,a,0,0
3017800069516,Petits pois extra fins Carottes d'aucy cart.3x130g,D'aucy,plant-based-foods-and-beverages,france,3.0,0.0,0.0,0.5,4.3,4.0,58.0,0,1,1,a,0,0
3038354586403,Riz pour risotto,Taureau Ailé,plant-based-foods-and-beverages,france,0.2,0.9,0.2,0.01,1.1,7.4,352.0,0,1,1,b,0,0
6191533301659,Couscous Artisanal,Les Jardins de Carthage,plant-based-foods-and-beverages,france,8.0,1.6,0.0,0.25,1.9,10.4,356.0,0,1,1,b,0,0
8594001170012,Selský jogurt bílý s kulturou BiFi,HOLLANDIA,dairies,czech-republic,4.4,3.7,2.6,0.1,0.0,3.9,67.0,0,0,1,b,0,0
3068320125367,Bouteille d'eau evian 6L,evian,beverages-and-beverages-preparations,france,3.0,0.0,0.0,8.0,1.9,9.0,0.0,0,1,0,a,0,0
8076809529433,Whole Wheat Penne Rigate,Barilla,plant-based-foods-and-beverages,belgium,3.5,2.5,0.5,0.01,8.0,13.0,347.0,0,1,1,a,0,0
6135829000017,SARL VITA WATER,Ariaf,beverages,algeria,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0,0,0,a,0,0
4061459353716,Bio-Basmatireis - Vollkorn,"Nur Nur Natur, Nature Bio Foods",plant-based-foods-and-beverages,germany,0.9,2.5,0.9,0.02,2.9,9.5,351.0,0,1,1,b,0,0
4062300325111,Smoothie Heidelbeere,HiPP,beverages-and-beverages-preparations,france,11.1,0.2,0.0,0.05,1.9,0.3,54.0,0,1,1,e,1,1
3256222240503,Salade de riz au thon boîte de 250g,U,seafood,france,1.5,4.5,0.4,0.99,1.9,8.7,124.0,1,1,0,b,0,0
6111184004808,Tomate ketchup,Star,condiments,morocco,0.0,0.09,0.0,0.0,1.9,1.25,103.0,4,0,0,b,0,0
3600900021890,Polenta,Tipiak,plant-based-foods-and-beverages,france,0.8,1.0,0.1,0.0,2.0,6.3,355.0,0,1,1,b,0,0
8001060001329,Sauce Arrabiata,Saclà,condiments,france,6.7,27.0,3.0,2.0,1.9,2.2,288.0,1,1,0,d,1,0
3580288096478,,,plant-based-foods-and-beverages,france,5.3,2.1,0.3,0.88,0.0,1.4,56.0,0,0,1,a,0,0
4061461281168,Lenticchie,"Aldi, King's Crown",plant-based-foods-and-beverages,germany,0.0,0.5,0.0,0.08,4.9,5.8,82.0,0,0,1,a,0,0
8436532940026,Tomate frito,Tomcoex,condiments,morocco,3.2,3.1,0.7,0.9,1.9,1.2,73.0,0,1,0,c,0,0
8402001010873,Muesli Crunchy,HACENDADO,plant-based-foods-and-beverages,canada,3.2,12.0,1.4,0.08,23.0,8.8,401.0,0,1,1,a,0,0
5038862000192,"Pur jus orange, fruit de la passion et mandarine",Innocent,beverages-and-beverages-preparations,france,8.7,0.5,0.1,0.01,0.8,0.5,39.0,0,0,1,c,0,0
8076809583749,Verdure mediterranee 400g eu cross,Barilla,condiments,france,4.8,4.2,0.5,0.8,2.1,1.5,74.0,0,1,0,a,0,0
3273220080382,Soja chocolat,Sojasun,plant-based-foods-and-beverages,france,3.3,2.5,0.8,0.1,1.9,3.6,69.0,1,1,1,b,0,0
3033490004514,Yaourt le nature,Danone,dairies,france,5.1,1.0,0.6,0.1,0.0,3.8,45.0,0,1,1,a,0,0
3560070800384,Wizzy Crisp,"Carrefour,Carrefour Kids",plant-based-foods-and-beverages,france,29.0,1.9,0.6,0.0,5.7,9.2,389.0,0,1,1,c,0,0
3366321053307,Oméga 3,St Hubert,plant-based-foods-and-beverages,france,0.0,52.0,15.0,0.42,1.9,0.0,468.0,2,1,1,c,0,0
3800231332102,Кисело краве мляко 3.6%,"Vedrare, Ведраре",dairies,bulgaria,4.2,3.6,2.5,0.2,0.0,3.5,63.0,0,1,1,b,0,0
5016786002294,Crispy Fruit Muesli,Alara,plant-based-foods-and-beverages,united-kingdom,21.0,4.6,2.5,0.02,8.4,7.7,357.0,0,1,1,c,0,0
6111251750744,Valencia pomme 1l,Valencia,plant-based-foods-and-beverages,france,10.9,0.0,0.0,0.0,1.9,0.4,48.0,0,1,1,c,0,0
8005110551253,Pizza Sauce Aromatica,MUTTI,plant-based-foods-and-beverages,france,4.2,0.5,0.1,0.74,0.0,1.6,36.0,0,1,1,c,0,0
4056489817628,Muesli crunchy chocolat au lait,"Crownfield, Lidl",plant-based-foods-and-beverages,france,18.7,15.7,5.1,0.04,7.4,10.0,450.0,2,1,1,d,1,1
5050665045668,Naked Green Curry,Naked,plant-based-foods-and-beverages,united-kingdom,0.6,1.9,1.1,0.59,0.8,2.9,123.0,1,1,1,c,0,0
6111242104549,برس اب الخوخ جودة 1لتر,Jaouda,beverages-and-beverages-preparations,morocco,6.0,0.1,0.1,0.1,0.7,0.4,52.0,1,1,1,c,0,0
4088600304625,Chunky Mushroom Pasta Sauce,Cucina,condiments,ireland,6.24,0.08,0.0,0.8,1.28,1.6,39.2,1,1,0,a,0,0
3564709174631,Pur jus tomate du lot et garonne,"Leclerc, Nos Regions Ont Du Talent",beverages-and-beverages-preparations,france,3.4,0.5,0.0,0.3,0.5,0.9,20.0,0,1,1,b,0,0
5036589200178,Family Farm Raspberry,Yeo Valley Family farm,dairies,france,11.1,4.0,2.8,0.18,0.0,4.7,99.0,0,1,1,c,0,0
3177630004009,NOVA NATURE,Nova,dairies,france,3.8,1.4,0.9,0.11,1.9,3.2,41.0,0,1,1,a,0,0
3564707117029,Yaourt nature sucré Sucre de canne,"Bio Village, Marque Repère",dairies,france,12.0,3.1,1.9,0.1,0.0,3.7,91.0,0,1,1,c,0,0
7610807022230,Linsen rot,Naturaplan,plant-based-foods-and-beverages,france,1.0,2.0,1.0,1.0,1.9,27.0,335.0,0,1,1,b,0,0
3250391136292,Thon blanc à l'huile d'olive vierge extra 160g,Capitaine cook,seafood,france,0.0,12.7,2.5,1.04,0.0,26.8,222.0,0,1,0,b,0,0
3250391418046,Riz long grain 10 min,Saint eloi,plant-based-foods-and-beverages,france,0.5,1.1,0.2,0.01,1.0,5.0,336.0,0,1,1,b,0,0
5998400311527,Vegan Granola,Cerbona,plant-based-foods-and-beverages,france,7.8,15.1,1.9,0.16,20.0,10.5,418.0,0,1,1,a,0,0
3023290043400,Natural,"YAOS,Nestlé",dairies,portugal,3.5,8.3,5.6,0.12,0.0,3.0,101.0,0,0,1,c,0,0
3450971462647,Pois chiches,ECO+,plant-based-foods-and-beverages,france,0.7,2.5,0.4,0.7,6.7,5.7,123.0,0,1,1,a,0,0
5011157630175,Basmati Reis,Tilda,plant-based-foods-and-beverages,austria,0.5,1.0,0.2,0.01,1.0,0.14,351.0,0,1,1,b,0,0
0036632042842,Oikos Pro Strawberry Banana Flavored Dairy Drink,Oikos,beverages-and-beverages-preparations,united-states,1.93,0.72,1.0,0.3,0.0,11.11,58.0,1,1,1,b,0,0
6194029100415,Thon entier à l'huile d'olive vierge,El Manar,seafood,canada,0.0,27.0,5.4,1.1,1.9,24.0,339.0,0,1,0,d,1,0
8003170039582,Muesli croccante,CONAD,plant-based-foods-and-beverages,france,23.0,22.0,6.8,0.3,6.8,8.2,476.666666666667,1,1,1,d,1,1
4061462708596,Jasmin Reis,Bon-Ri,plant-based-foods-and-beverages,germany,0.5,0.5,0.1,0.01,1.9,6.7,366.634799235181,0,0,1,b,0,0
8402001040368,yogur PROBIÓTICOS Bifidus 0%,HACENDADO,dairies,portugal,5.36,0.08,0.0,0.00048,1.9,4.0,47.2,2,1,1,a,0,0
3439495127959,Lentilles,Rochambeau,plant-based-foods-and-beverages,france,0.5,0.5,0.1,0.48,1.9,7.1,94.0,0,0,1,b,0,0
6130794000314,Eux de source nestlè pure life,Nestlè pure life,beverages-and-beverages-preparations,algeria,0.0,0.0,0.0,0.1,375.0,0.0,0.0,0,1,0,a,0,0
3229820804842,Avoine et amande,Bjorg,beverages-and-beverages-preparations,france,3.3,2.8,0.3,0.1,1.9,1.1,52.0,0,1,1,c,0,0
8480000050441,Arroz Redondo,Hacendado,plant-based-foods-and-beverages,spain,0.5,1.0,0.2,0.01,1.9,8.2,344.0,0,1,1,b,0,0
8001440129445,pizza sauce,"Cirio, Conserve Italia",plant-based-foods-and-beverages,bulgaria,5.5,0.0,0.0,0.8,2.0,1.9,45.0,1,1,1,a,0,0
5400141057560,Long Graib Rice,Everyday,plant-based-foods-and-beverages,belgium,0.5,0.5,0.2,0.075,1.5,7.5,342.0,0,0,1,c,0,0
5021638100097,Organic Greek Style Set Natural Bio-Live Yogurt,Rachel s,dairies,united-kingdom,5.0,9.0,5.6,0.1,1.9,3.6,116.0,0,1,1,c,0,0
29129539,Classic Tomato EVERYTHING sauce,Marks & Spencer,condiments,united-kingdom,4.0,4.3,0.5,0.835,1.8,1.3,77.0,1,1,0,a,0,0
3124480167026,Orangina,Orangina,plant-based-foods-and-beverages,france,9.6,0.1,0.0,0.01,0.0,0.1,41.0,1,1,1,d,1,1
0722252176226,Shot Energy Gel,Clif,beverages,australia,35.294117647059,0.0,0.0,0.44117647058823,2.9,0.0,294.11764705882,1,0,1,e,1,1
3223920630134,Ferrero couscous fin kg f /6,Ferrero,plant-based-foods-and-beverages,belgium,3.0,2.0,0.4,0.02,3.4,12.0,365.0,0,1,1,a,0,0
6111126003784,Yaourt brasse nature sucre,Chergui,dairies,morocco,0.0,3.6,0.0,0.0,1.9,4.0,110.0,0,0,1,a,0,0
8001590982907,Ketchup,mondelez,condiments,italy,10.0,0.3,0.1,2.5,0.9,1.4,63.0,3,1,0,d,1,0
5601312108399,"Super Breakfast Mix Aveia, Maçã e Canela Sabor a Maçã",Continente,plant-based-foods-and-beverages,portugal,11.6,4.7,0.9,0.02,8.9,9.7,363.0,0,1,1,a,0,0
5900020013491,Nesquik Mix,Nesquik,plant-based-foods-and-beverages,poland,22.0,4.1,1.4,0.17,8.2,8.4,384.0,0,0,1,c,0,0
0041570056707,Almondmilk,Blue Diamond,beverages-and-beverages-preparations,germany,0.0,1.04166666666667,0.0,0.177083333333333,0.416666666666667,0.416666666666667,12.5,2,1,1,b,0,0
